Symbol,Sector
NAACU,Finance
NAC,
NAD,
NAII,Consumer Durables
NAK,Basic Industries
NAKD,Consumer Non-Durables
NAN,
NAOV,Health Care
NAPR,
NARI,Health Care
NAT,Consumer Services
NATH,Consumer Services
NATI,Technology
NATR,Health Care
NAV,Capital Goods
NAVB,Health Care
NAVI,Finance
NAZ,
NBA,Finance
NBAC,Consumer Durables
NBACR,Consumer Durables
NBACU,Consumer Durables
NBACW,Consumer Durables
NBB,
NBEV,Consumer Non-Durables
NBH,
NBHC,Finance
NBIX,Health Care
NBLX,Energy
NBN,Finance
NBO,
NBR,Energy
NBR^A,
NBRV,Health Care
NBSE,Health Care
NBTB,Finance
NBTX,Health Care
NBW,
NBY,Health Care
NC,Consumer Durables
NCA,
NCB,
NCBS,Finance
NCLH,Consumer Services
NCMI,Consumer Services
NCNA,Health Care
NCNO,Technology
NCR,Miscellaneous
NCSM,Energy
NCTY,Miscellaneous
NCV,
NCV^A,
NCZ,
NCZ^A,
NDAQ,Finance
NDLS,Consumer Services
NDMO,
NDP,
NDRA,Health Care
NDRAW,Health Care
NDSN,Capital Goods
NEA,
NEBC,Consumer Services
NEBCU,Consumer Services
NEBCW,Consumer Services
NEE,Public Utilities
NEE^K,
NEE^N,
NEE^O,
NEE^P,
NEE^Q,
NEM,Basic Industries
NEN,Consumer Services
NEO,Health Care
NEOG,Health Care
NEON,Capital Goods
NEOS,Health Care
NEP,Public Utilities
NEPH,Health Care
NEPT,Health Care
NERV,Health Care
NES,Energy
NESR,Energy
NESRW,Energy
NET,Technology
NETE,Technology
NETI,Transportation
NEU,Basic Industries
NEV,
NEW,Consumer Services
NEWA,Basic Industries
NEWR,Technology
NEWT,
NEWTL,
NEWTZ,
NEX,Energy
NEXA,Basic Industries
NEXI,Health Care
NEXT,Public Utilities
NFBK,Finance
NFE,Public Utilities
NFG,Public Utilities
NFH,Health Care
NFJ,Finance
NFLX,Consumer Services
NG,Basic Industries
NGA,Finance
NGAC,Finance
NGACU,Finance
NGACW,Finance
NGD,Basic Industries
NGG,Public Utilities
NGL,Energy
NGL^B,
NGL^C,
NGM,Health Care
NGMS,Consumer Services
NGS,Energy
NGVC,Consumer Services
NGVT,Basic Industries
NH,Technology
NHC,Health Care
NHF,
NHF^A,
NHI,Consumer Services
NHIC,Finance
NHICU,Finance
NHICW,Finance
NHS,
NHTC,Consumer Durables
NI,Public Utilities
NI^B,Public Utilities
NICE,Technology
NICK,Finance
NID,
NIE,
NIM,
NINE,Energy
NIO,Capital Goods
NIQ,
NISN,Capital Goods
NIU,Capital Goods
NJR,Public Utilities
NJUL,
NJV,
NK,Health Care
NKE,Consumer Non-Durables
NKG,
NKLA,Capital Goods
NKSH,Finance
NKTR,Health Care
NKTX,Health Care
NKX,
NL,Basic Industries
NLOK,Technology
NLS,Consumer Non-Durables
NLSN,Miscellaneous
NLSP,Health Care
NLSPW,Health Care
NLTX,Health Care
NLY,Consumer Services
NLY^F,
NLY^G,
NLY^I,
NM,Transportation
NM^G,
NM^H,
NMCI,Transportation
NMCO,
NMFC,
NMFCL,
NMI,
NMIH,Finance
NMK^B,Public Utilities
NMK^C,Public Utilities
NML,
NMM,Transportation
NMMC,Finance
NMMCU,Finance
NMMCW,Finance
NMR,Finance
NMRD,Health Care
NMRK,Finance
NMS,
NMT,
NMTR,Health Care
NMY,
NMZ,
NNA,Transportation
NNBR,Capital Goods
NNDM,Technology
NNI,Finance
NNN,Consumer Services
NNN^F,
NNOX,Health Care
NNVC,Health Care
NNY,
NOA,Energy
NOAC,Finance
NOACU,Finance
NOACW,Finance
NOAH,Finance
NOC,Capital Goods
NODK,Finance
NOG,
NOK,Technology
NOM,
NOMD,Consumer Non-Durables
NOV,Energy
NOVA,Public Utilities
NOVN,Health Care
NOVT,Miscellaneous
NOW,Technology
NP,Basic Industries
NPA,Consumer Services
NPAUU,Consumer Services
NPAWW,Consumer Services
NPK,Capital Goods
NPN,
NPO,Basic Industries
NPTN,Technology
NPV,
NQP,
NR,Energy
NRACU,Finance
NRBO,Health Care
NRC,Health Care
NREF,Consumer Services
NREF^A,
NRG,Public Utilities
NRGX,
NRIM,Finance
NRIX,Health Care
NRK,
NRO,
NRP,Energy
NRT,Energy
NRUC,Finance
NRZ,Consumer Services
NRZ^A,
NRZ^B,
NRZ^C,
NS,Energy
NS^A,
NS^B,
NS^C,
NSA,Consumer Services
NSA^A,
NSC,Transportation
NSCO,Technology
NSEC,Finance
NSH,Finance
NSIT,Consumer Services
NSL,
NSP,Technology
NSPR,Health Care
NSS,
NSSC,Capital Goods
NSTB,Finance
NSTG,Health Care
NSYS,Capital Goods
NTAP,Technology
NTB,Finance
NTCO,
NTCT,Technology
NTEC,Health Care
NTES,Technology
NTG,
NTGR,Public Utilities
NTIC,Capital Goods
NTIP,Miscellaneous
NTLA,Health Care
NTN,Health Care
NTNX,Technology
NTP,Finance
NTR,Basic Industries
NTRA,Health Care
NTRS,Finance
NTRSO,Finance
NTST,Consumer Services
NTUS,Health Care
NTWK,Technology
NTZ,Consumer Durables
NUAN,Technology
NUE,Basic Industries
NUO,
NURO,Health Care
NUS,Health Care
NUV,
NUVA,Health Care
NUVB,
NUW,
NUZE,Consumer Services
NVAX,Health Care
NVCN,Health Care
NVCR,Health Care
NVDA,Technology
NVEC,Technology
NVEE,Consumer Services
NVFY,Consumer Durables
NVG,
NVGS,Transportation
NVIV,Health Care
NVMI,Capital Goods
NVMZ,
NVO,Health Care
NVOS,
NVR,Capital Goods
NVRO,Health Care
NVS,Health Care
NVSAU,Finance
NVST,Health Care
NVT,Technology
NVTA,Health Care
NWBI,Finance
NWE,Public Utilities
NWFL,Finance
NWG,Finance
NWHM,Capital Goods
NWL,Consumer Non-Durables
NWLI,Finance
NWN,Public Utilities
NWPX,Basic Industries
NWS,Consumer Services
NWSA,Consumer Services
NX,Capital Goods
NXC,
NXE,Basic Industries
NXGN,Technology
NXJ,
NXN,
NXP,
NXPI,Technology
NXQ,
NXR,
NXRT,Consumer Services
NXST,Consumer Services
NXTC,Health Care
NXTD,Consumer Services
NYC,Consumer Services
NYCB,Finance
NYCB^A,
NYCB^U,
NYMT,Consumer Services
NYMTM,Consumer Services
NYMTN,Consumer Services
NYMTO,Consumer Services
NYMTP,Consumer Services
NYMX,Health Care
NYT,Consumer Services
NYV,
NZF,
O,Consumer Services
OACB,Finance
OAK^A,
OAK^B,
OAS,Energy
OBAS,Finance
OBCI,Consumer Durables
OBLG,Technology
OBLN,Health Care
OBNK,Finance
OBSV,Health Care
OC,Capital Goods
OCA,Finance
OCAXU,Finance
OCC,Basic Industries
OCCI,
OCCIP,
OCDX,Health Care
OCFC,Finance
OCFCP,Finance
OCFT,Technology
OCG,Consumer Services
OCGN,Health Care
OCN,Finance
OCSI,
OCSL,
OCUL,Health Care
OCUP,Health Care
OCX,Health Care
ODC,Consumer Durables
ODFL,Transportation
ODP,Consumer Services
ODT,Health Care
OEC,Basic Industries
OEG,Technology
OEPWU,Finance
OESX,Consumer Durables
OFC,Consumer Services
OFED,Finance
OFG,Finance
OFG^A,Finance
OFG^B,
OFG^D,
OFIX,Health Care
OFLX,Capital Goods
OFS,
OFSSG,
OFSSI,
OFSSL,
OFSSZ,
OGE,Public Utilities
OGEN,Health Care
OGI,Health Care
OGS,Public Utilities
OHI,Consumer Services
OI,Consumer Durables
OIA,
OII,Energy
OIIM,Technology
OIS,Energy
OKE,Public Utilities
OKTA,Technology
OLB,Miscellaneous
OLED,Capital Goods
OLLI,Consumer Services
OLMA,Health Care
OLN,Basic Industries
OLP,Consumer Services
OM,Health Care
OMAB,Transportation
OMC,Technology
OMCL,Technology
OMEG,Finance
OMER,Health Care
OMEX,Consumer Services
OMF,Finance
OMI,Health Care
OMP,Energy
ON,Technology
ONB,Finance
ONCR,Health Care
ONCS,Health Care
ONCT,Health Care
ONCY,Health Care
ONDS,Technology
ONE,Consumer Services
ONEM,Health Care
ONEW,Consumer Services
ONTF,Technology
ONTO,Capital Goods
ONTX,Health Care
ONTXW,Health Care
ONVO,Health Care
OOMA,Technology
OPBK,Finance
OPCH,Health Care
OPEN,Finance
OPENW,Finance
OPGN,Health Care
OPHC,Finance
OPI,Finance
OPINI,Finance
OPINL,Finance
OPK,Health Care
OPNT,Health Care
OPOF,Finance
OPP,
OPP^A,
OPRA,Technology
OPRT,Finance
OPRX,Miscellaneous
OPT,
OPTN,Health Care
OPTT,Public Utilities
OPY,Finance
OR,Basic Industries
ORA,Public Utilities
ORAN,Public Utilities
ORBC,Consumer Services
ORC,Consumer Services
ORCC,
ORCL,Technology
ORGO,Health Care
ORGS,Health Care
ORI,Finance
ORIC,Health Care
ORLA,Basic Industries
ORLY,Consumer Services
ORMP,Health Care
ORN,Basic Industries
ORPH,Health Care
ORRF,Finance
ORTX,Health Care
OSBC,Finance
OSG,Transportation
OSH,Health Care
OSIS,Technology
OSK,Capital Goods
OSMT,Health Care
OSN,Basic Industries
OSPN,Technology
OSS,Technology
OSTK,Consumer Services
OSTRU,Finance
OSUR,Health Care
OSW,Consumer Services
OTEL,Public Utilities
OTEX,Technology
OTIC,Health Care
OTIS,Energy
OTLK,Health Care
OTLKW,Health Care
OTRA,Finance
OTRAU,Finance
OTRAW,Finance
OTRK,Health Care
OTRKP,Health Care
OTTR,Public Utilities
OUT,Consumer Services
OVBC,Finance
OVID,Health Care
OVLY,Finance
OVV,Energy
OXBR,Finance
OXBRW,Finance
OXFD,Health Care
OXLC,
OXLCM,
OXLCO,
OXLCP,
OXM,Consumer Non-Durables
OXSQ,
OXSQL,
OXSQZ,
OXY,Energy
OYST,Health Care
OZK,Finance
OZON,Consumer Services
PAA,Energy
PAAS,Basic Industries
PAC,Transportation
PACB,Capital Goods
PACE,Finance
PACK,Consumer Durables
PACW,Finance
PACXU,Finance
PAE,Consumer Services
PAEWW,Consumer Services
PAG,Consumer Durables
PAGP,Energy
PAGS,Technology
PAHC,Health Care
PAI,
PAIC,Finance
PAICU,Finance
PAICW,Finance
PAM,Public Utilities
PAND,Health Care
PANL,Transportation
PANW,Technology
PAQCU,Finance
PAR,Miscellaneous
PARR,Energy
PASG,Health Care
PATI,Transportation
PATK,Capital Goods
PAVM,Health Care
PAVMW,Health Care
PAVMZ,Health Care
PAX,Finance
PAYA,Miscellaneous
PAYAW,Miscellaneous
PAYC,Technology
PAYS,Miscellaneous
PAYX,Consumer Services
PB,Finance
PBA,Energy
PBC,
PBCT,Finance
PBCTP,Finance
PBF,Energy
PBFS,Finance
PBFX,Energy
PBH,Health Care
PBHC,Finance
PBI,Miscellaneous
PBI^B,
PBIP,Finance
PBLA,Health Care
PBPB,Consumer Services
PBR,Energy
PBT,Energy
PBTS,Technology
PBY,
PBYI,Health Care
PCAR,Capital Goods
PCB,Finance
PCF,
PCG,Public Utilities
PCG^A,
PCG^C,
PCG^D,
PCG^E,
PCG^H,
PCG^I,
PCGU,Public Utilities
PCH,Consumer Services
PCI,
PCK,
PCM,
PCN,
PCOM,Miscellaneous
PCPC,Finance
PCQ,
PCRX,Health Care
PCSA,Health Care
PCSB,Finance
PCTI,Technology
PCTY,Technology
PCVX,Health Care
PCYG,Technology
PCYO,Public Utilities
PD,Technology
PDAC,Finance
PDCE,Energy
PDCO,Health Care
PDD,Miscellaneous
PDEX,Health Care
PDFS,Technology
PDI,
PDLB,Finance
PDM,Consumer Services
PDO,
PDS,Energy
PDSB,Health Care
PDT,
PEAK,Consumer Services
PEB,Consumer Services
PEB^C,
PEB^D,
PEB^E,
PEB^F,
PEBK,Finance
PEBO,Finance
PED,Energy
PEG,Public Utilities
PEGA,Technology
PEI,Consumer Services
PEI^B,
PEI^C,
PEI^D,
PEN,Health Care
PENN,Consumer Services
PEO,
PEP,Consumer Non-Durables
PERI,Technology
PESI,Basic Industries
PETQ,Health Care
PETS,Health Care
PETZ,Consumer Non-Durables
PFBC,
PFBI,Finance
PFC,Finance
PFD,
PFDRU,Finance
PFE,Health Care
PFG,Finance
PFGC,Consumer Non-Durables
PFH,Finance
PFHD,Finance
PFIE,Energy
PFIN,Technology
PFIS,Finance
PFL,
PFLT,
PFMT,Consumer Services
PFN,
PFO,
PFPT,Technology
PFS,Finance
PFSI,Finance
PFSW,Miscellaneous
PFX,
PFXNL,
PG,Basic Industries
PGC,Finance
PGEN,Health Care
PGNY,Health Care
PGP,
PGR,Finance
PGRE,Consumer Services
PGRWU,Finance
PGTI,Capital Goods
PGZ,
PH,Capital Goods
PHAR,Health Care
PHAS,Health Care
PHAT,Health Care
PHCF,Finance
PHD,
PHG,Health Care
PHGE,Health Care
PHI,Public Utilities
PHIC,Finance
PHICU,Finance
PHICW,Finance
PHIO,Health Care
PHIOW,Health Care
PHK,
PHM,Capital Goods
PHR,Miscellaneous
PHT,
PHUN,Technology
PHUNW,Technology
PHVS,Health Care
PHX,Energy
PI,Capital Goods
PIAI,Finance
PICO,Finance
PII,Capital Goods
PIM,
PINC,Consumer Services
PINE,Consumer Services
PING,Technology
PINS,Technology
PIPP,Finance
PIPR,Finance
PIRS,Health Care
PIXY,Technology
PJT,Finance
PK,Consumer Services
PKBK,Finance
PKE,Capital Goods
PKG,Consumer Durables
PKI,Capital Goods
PKO,
PKOH,Capital Goods
PKX,Basic Industries
PLAB,Technology
PLAG,Consumer Non-Durables
PLAN,Technology
PLAY,Consumer Services
PLBC,Finance
PLBY,Consumer Services
PLCE,Consumer Services
PLD,Consumer Services
PLG,Basic Industries
PLIN,Consumer Non-Durables
PLL,
PLM,Basic Industries
PLMR,Finance
PLNT,Consumer Services
PLOW,Capital Goods
PLPC,Basic Industries
PLRX,Health Care
PLSE,Health Care
PLT,Public Utilities
PLTK,Technology
PLTR,Technology
PLUG,Energy
PLUS,Technology
PLX,Health Care
PLXP,Health Care
PLXS,Technology
PLYA,Consumer Services
PLYM,Consumer Services
PLYM^A,
PM,Consumer Non-Durables
PMBC,Finance
PMD,Health Care
PME,
PMF,
PMGMU,Finance
PML,
PMM,
PMO,
PMT,Consumer Services
PMT^A,
PMT^B,
PMVC,Finance
PMVP,Health Care
PMX,
PNBK,Finance
PNC,Finance
PNC^P,
PNF,
PNFP,Finance
PNFPP,Finance
PNI,
PNM,Public Utilities
PNNT,
PNNTG,
PNR,Technology
PNRG,Energy
PNTG,Health Care
PNW,Public Utilities
POAI,Health Care
PODD,Health Care
POLA,Miscellaneous
POOL,Consumer Durables
POR,Public Utilities
POSH,Consumer Services
POST,Consumer Non-Durables
POWI,Technology
POWL,Consumer Durables
POWRU,Finance
POWW,Capital Goods
PPBI,Finance
PPBT,Health Care
PPC,Consumer Non-Durables
PPD,Health Care
PPG,Basic Industries
PPGHU,Finance
PPIH,Capital Goods
PPL,Public Utilities
PPR,
PPSI,Consumer Durables
PPT,
PPTA,Basic Industries
PPX,Public Utilities
PQG,Basic Industries
PRA,Finance
PRAA,Finance
PRAH,Health Care
PRAX,Health Care
PRCH,Technology
PRCHW,Technology
PRDO,Consumer Services
PRE^G,
PRE^H,
PRE^I,
PRFT,Technology
PRFX,Health Care
PRG,Technology
PRGO,Health Care
PRGS,Technology
PRGX,Consumer Services
PRI,Finance
PRIF^A,
PRIF^B,
PRIF^C,
PRIF^D,
PRIF^E,
PRIF^F,
PRIM,Basic Industries
PRK,Finance
PRLB,Capital Goods
PRLD,Health Care
PRMW,Consumer Non-Durables
PRO,Technology
PROF,Health Care
PROG,Health Care
PROS,Finance
PROV,Finance
PRPB,Finance
PRPH,Health Care
PRPL,Consumer Durables
PRPO,Capital Goods
PRQR,Health Care
PRS,Finance
PRSP,Technology
PRSRU,Finance
PRT,Energy
PRTA,Health Care
PRTC,Health Care
PRTG,
PRTH,Miscellaneous
PRTK,Health Care
PRTS,Consumer Services
PRTY,Consumer Services
PRU,Finance
PRVB,Health Care
PS,Technology
PSA,Consumer Services
PSA^C,Consumer Services
PSA^D,Consumer Services
PSA^E,Consumer Services
PSA^F,Consumer Services
PSA^G,
PSA^H,
PSA^I,
PSA^J,
PSA^K,Consumer Services
PSA^L,Consumer Services
PSA^M,
PSA^N,
PSA^O,
PSAC,Capital Goods
PSACU,Capital Goods
PSACW,Capital Goods
PSB,Consumer Services
PSB^W,
PSB^X,
PSB^Y,
PSB^Z,
PSEC,
PSF,
PSFD,
PSFF,
PSHG,Transportation
PSMD,
PSMT,Consumer Services
PSN,Technology
PSNL,Health Care
PSO,Consumer Services
PSTG,Technology
PSTH,Finance
PSTI,Health Care
PSTL,Consumer Services
PSTV,Health Care
PSTX,Health Care
PSX,Energy
PSXP,Energy
PT,Technology
PTA,
PTC,Technology
PTCT,Health Care
PTE,Health Care
PTEN,Energy
PTGX,Health Care
PTIC,Finance
PTICU,Finance
PTICW,Finance
PTK,Finance
PTMN,
PTN,Health Care
PTNR,Public Utilities
PTON,Energy
PTPI,Health Care
PTR,Energy
PTRS,Finance
PTSI,Transportation
PTVCA,Finance
PTVCB,Finance
PTVE,Consumer Durables
PTY,
PUBM,Technology
PUCKU,Finance
PUK,Finance
PUK^,
PUK^A,
PULM,Health Care
PUMP,Energy
PUYI,Finance
PVAC,Energy
PVBC,Finance
PVG,Basic Industries
PVH,Consumer Non-Durables
PVL,Energy
PW,Consumer Services
PW^A,
PWFL,Capital Goods
PWOD,Finance
PWR,Capital Goods
PXD,Energy
PXLW,Technology
PXS,Transportation
PXSAP,Transportation
PXSAW,Transportation
PYN,
PYPD,Health Care
PYPL,Miscellaneous
PYS,Finance
PYT,Finance
PZC,
PZG,Basic Industries
PZN,Finance
PZZA,Consumer Services
QADA,Technology
QADB,Technology
QCOM,Technology
QCON,
QCRH,Finance
QD,Finance
QDEC,
QDEL,Health Care
QELL,Finance
QELLU,Finance
QELLW,Finance
QEP,Energy
QFIN,Finance
QGEN,Health Care
QH,Miscellaneous
QIWI,Miscellaneous
QK,Finance
QLGN,Health Care
QLI,Health Care
QLYS,Technology
QMCO,Technology
QNST,Miscellaneous
QPFF,
QQQX,
QRHC,Technology
QRTEA,Consumer Services
QRTEB,Consumer Services
QRTEP,Consumer Services
QRVO,Technology
QS,Miscellaneous
QSR,Consumer Services
QTNT,Health Care
QTRX,Capital Goods
QTS,Consumer Services
QTS^A,
QTS^B,
QTT,Technology
QTWO,Technology
QUAD,Miscellaneous
QUIK,Technology
QUMU,Technology
QUOT,Consumer Services
QURE,Health Care
QVCC,Consumer Services
QVCD,Consumer Services
R,Consumer Services
RA,
RAAC,Finance
RAACU,Finance
RAACW,Finance
RAAS,Technology
RACA,Finance
RACE,Capital Goods
RAD,Health Care
RADA,Technology
RADI,Consumer Services
RAIL,Capital Goods
RAMP,Technology
RAND,Finance
RAPT,Health Care
RARE,Health Care
RAVE,Consumer Non-Durables
RAVN,Capital Goods
RBA,Miscellaneous
RBAC,Finance
RBB,Finance
RBBN,Technology
RBC,Consumer Durables
RBCAA,Finance
RBCN,Technology
RBKB,Finance
RBNC,Finance
RC,Consumer Services
RCA,Consumer Services
RCB,Consumer Services
RCC,Consumer Services
RCEL,Health Care
RCG,
RCHG,Finance
RCHGU,Finance
RCHGW,Finance
RCI,Consumer Services
RCII,Technology
RCKT,Health Care
RCKY,Consumer Non-Durables
RCL,Consumer Services
RCLFU,Finance
RCM,Consumer Services
RCMT,Technology
RCON,Energy
RCP,Consumer Services
RCS,
RCUS,Health Care
RDCM,Technology
RDFI,
RDFN,Finance
RDHL,Health Care
RDI,Consumer Services
RDIB,Consumer Services
RDN,Finance
RDNT,Health Care
RDS/B,
RDUS,Health Care
RDVT,Technology
RDWR,Miscellaneous
RDY,Health Care
RE,Finance
REAL,Consumer Services
REC,
REDU,Consumer Services
REED,Consumer Non-Durables
REFR,Miscellaneous
REG,Consumer Services
REGI,Basic Industries
REGN,Health Care
REI,Energy
REKR,Capital Goods
RELI,Finance
RELIW,Finance
RELL,Technology
RELX,Miscellaneous
RENN,Consumer Durables
REPH,Health Care
REPL,Health Care
RES,Energy
RESN,Technology
RETA,Health Care
RETO,Capital Goods
REV,Consumer Non-Durables
REVG,Capital Goods
REX,Basic Industries
REXR,Consumer Services
REXR^A,
REXR^B,
REXR^C,
REYN,Consumer Durables
REZI,Capital Goods
RF,Finance
RF^A,
RF^B,
RF^C,
RFI,
RFIL,Capital Goods
RFL,Finance
RFM,
RFMZ,
RFP,Basic Industries
RGA,Finance
RGCO,Public Utilities
RGEN,Health Care
RGLD,Basic Industries
RGLS,Health Care
RGNX,Health Care
RGP,Miscellaneous
RGR,Capital Goods
RGS,Consumer Services
RGT,
RH,Consumer Services
RHE,Consumer Services
RHE^A,
RHI,Technology
RHP,Consumer Services
RIBT,Consumer Non-Durables
RICE,Finance
RICK,Consumer Services
RIDE,Capital Goods
RIG,Energy
RIGL,Health Care
RILY,Miscellaneous
RILYG,Miscellaneous
RILYH,Miscellaneous
RILYI,Miscellaneous
RILYL,Miscellaneous
RILYM,Miscellaneous
RILYN,Miscellaneous
RILYO,Miscellaneous
RILYP,Miscellaneous
RILYT,Miscellaneous
RILYZ,Miscellaneous
RIO,Basic Industries
RIOT,Technology
RIV,
RIVE,Finance
RJF,Finance
RKDA,Consumer Non-Durables
RKT,Finance
RL,Consumer Non-Durables
RLAY,Health Care
RLGT,Transportation
RLGY,Finance
RLH,Consumer Services
RLI,Finance
RLJ,Consumer Services
RLJ^A,
RLMD,Health Care
RLX,Consumer Non-Durables
RM,Finance
RMAX,Finance
RMBI,Finance
RMBL,Technology
RMBS,Technology
RMCF,Consumer Non-Durables
RMD,Health Care
RMED,Health Care
RMGB,Finance
RMGBU,Finance
RMGBW,Finance
RMGCU,Finance
RMI,
RMM,
RMNI,Miscellaneous
RMO,Capital Goods
RMPL^,
RMR,Consumer Services
RMRM,
RMT,
RMTI,Health Care
RNA,Health Care
RNDB,Finance
RNET,Consumer Services
RNG,Technology
RNGR,Energy
RNLX,Health Care
RNP,
RNR,Finance
RNR^E,
RNR^F,
RNST,Finance
RNWK,Technology
ROAD,Basic Industries
ROCC,Finance
ROCCU,Finance
ROCCW,Finance
ROCH,Finance
ROCHU,Finance
ROCHW,Finance
ROCK,Capital Goods
ROG,Basic Industries
ROIC,Consumer Services
ROK,Capital Goods
ROKU,Consumer Services
ROL,Finance
ROLL,Capital Goods
ROMO,
ROOT,Finance
ROP,Capital Goods
ROST,Consumer Services
RP,Technology
RPAI,Consumer Services
RPAY,Miscellaneous
RPD,Technology
RPLA,Finance
RPM,Basic Industries
RPRX,Health Care
RPT,Consumer Services
RPT^D,
RPTX,Health Care
RQI,
RRBI,Finance
RRC,Energy
RRD,Miscellaneous
RRGB,Consumer Services
RRR,Consumer Services
RS,Basic Industries
RSF,
RSG,Public Utilities
RSI,Consumer Services
RSSS,Miscellaneous
RSVA,Finance
RSVAU,Finance
RSVAW,Finance
RTAI,
RTLR,Public Utilities
RTP,Finance
RTPZ,Finance
RTX,Capital Goods
RUBY,Health Care
RUHN,Consumer Services
RUN,Capital Goods
RUSHA,Consumer Durables
RUSHB,Consumer Durables
RUTH,Consumer Services
RVI,Finance
RVLV,Consumer Services
RVMD,Health Care
RVNC,Health Care
RVP,Health Care
RVPH,Health Care
RVPHW,Health Care
RVSB,Finance
RVT,
RWLK,Health Care
RWT,Consumer Services
RXN,Technology
RXT,Technology
RY,Finance
RY^T,
RYAAY,Transportation
RYAM,Basic Industries
RYB,Consumer Services
RYI,Basic Industries
RYN,Consumer Services
RYTM,Health Care
RZA,Finance
RZB,Finance
RZLT,Health Care
SA,Basic Industries
SABR,Technology
SABRP,Technology
SACC,Consumer Services
SACH,Consumer Services
SAF,
SAFE,Consumer Services
SAFM,Consumer Non-Durables
SAFT,Finance
SAGE,Health Care
SAH,Consumer Durables
SAIA,Transportation
SAIC,Technology
SAII,Finance
SAIIU,Finance
SAIIW,Finance
SAIL,Technology
SAK,
SAL,Finance
SALM,Consumer Services
SAM,Consumer Non-Durables
SAMG,Finance
SAN,Finance
SANA,Health Care
SAND          ,Basic Industries
SANM,Technology
SANW,Consumer Non-Durables
SAP,Technology
SAR,
SASR,Finance
SATS,Consumer Services
SAVA,Health Care
SAVE,Transportation
SB,Transportation
SB^C,
SB^D,
SBAC,Consumer Services
SBBA,Transportation
SBBP,Health Care
SBCF,Finance
SBE,Capital Goods
SBEAU,
SBFG,Finance
SBG,Finance
SBGI,Consumer Services
SBH,Consumer Services
SBI,
SBLK,Transportation
SBLKZ,Transportation
SBNY,Finance
SBNYP,Finance
SBOW,Energy
SBR,Energy
SBRA,Consumer Services
SBS,Public Utilities
SBSI,Finance
SBSW,
SBT,Finance
SBTX,Health Care
SBUX,Consumer Services
SC,Finance
SCCB,Consumer Services
SCCC,Consumer Services
SCCO,Basic Industries
SCD,
SCE^G,
SCE^H,
SCE^J,
SCE^K,
SCE^L,
SCHL,Consumer Services
SCHN,Consumer Durables
SCHW,Finance
SCHW^C,
SCHW^D,
SCI,Consumer Services
SCKT,Technology
SCL,Basic Industries
SCLEU,Finance
SCM,
SCOA,Finance
SCOAU,Finance
SCOAW,Finance
SCOBU,Finance
SCOR,Miscellaneous
SCPE,Finance
SCPH,Health Care
SCPL,Technology
SCPS,Health Care
SCR,
SCS,Consumer Durables
SCSC,Technology
SCU,Finance
SCVL,Consumer Services
SCVX,Finance
SCWX,Technology
SCX,Capital Goods
SCYX,Health Care
SD,Energy
SDACU,Finance
SDC,Health Care
SDGR,Health Care
SDH,Miscellaneous
SDHY,
SDPI,Energy
SE,Consumer Services
SEAC,Technology
SEAH,Finance
SEAS,Consumer Services
SEB,Consumer Services
SECO,Consumer Services
SEDG,Technology
SEE,Basic Industries
SEED,Consumer Non-Durables
SEEL,Health Care
SEER,Capital Goods
SEIC,Finance
SELB,Health Care
SELF,Consumer Services
SEM,Health Care
SENEA,Consumer Non-Durables
SENEB,Consumer Non-Durables
SENS,Capital Goods
SEPZ,
SESN,Health Care
SF,Finance
SF^A,Finance
SF^B,
SF^C,
SFB,Finance
SFBC,Finance
SFBS,Finance
SFE,Finance
SFET,Technology
SFIX,Consumer Services
SFL,Transportation
SFM,Consumer Services
SFNC,Finance
SFST,Finance
SFT,Consumer Durables
SFTW,Finance
SFUN,Technology
SG,Finance
SGA,Consumer Services
SGAM,Finance
SGAMU,Finance
SGAMW,Finance
SGBX,Consumer Services
SGC,Consumer Non-Durables
SGEN,Health Care
SGFY,Health Care
SGH,Technology
SGLB,Consumer Durables
SGLBW,Consumer Durables
SGMA,Technology
SGMO,Health Care
SGMS,Technology
SGOC,Technology
SGRP,Miscellaneous
SGRY,Health Care
SGTX,Health Care
SGU,Consumer Services
SHACU,Finance
SHAK,Consumer Services
SHBI,Finance
SHC,Health Care
SHEN,Public Utilities
SHG,Finance
SHI,Basic Industries
SHIP,Transportation
SHIPW,Transportation
SHIPZ,Transportation
SHLS,Technology
SHLX,Energy
SHO,Consumer Services
SHO^E,
SHO^F,
SHOO,Consumer Non-Durables
SHOP,Technology
SHSP,Technology
SHW,Consumer Services
SHYF,Capital Goods
SI,Finance
SIBN,Health Care
SIC,Basic Industries
SID,Capital Goods
SIEB,Finance
SIEN,Health Care
SIF,Capital Goods
SIFY,Technology
SIG,Consumer Services
SIGA,Health Care
SIGI,Finance
SIGIP,Finance
SII,Finance
SILC,Technology
SILK,Health Care
SILV,Basic Industries
SIM,Basic Industries
SIMO,Technology
SINA,Technology
SINO,Transportation
SINT,Health Care
SIOX,Health Care
SIRI,Consumer Services
SITC,Consumer Services
SITC^A,
SITC^K,
SITE,Consumer Durables
SITM,Technology
SIVB,Finance
SIVBP,Finance
SIX,Consumer Services
SJ,Technology
SJI,Public Utilities
SJIJ,Public Utilities
SJIU,Public Utilities
SJM,Consumer Non-Durables
SJR,Consumer Services
SJT,Energy
SJW,Public Utilities
SKLZ,
SKM,Public Utilities
SKT,Consumer Services
SKX,Consumer Non-Durables
